ingredient,match_title,match_category,match_subcategory,match_id,score,reasons
Перец болгарский зеленый,"Перец болгарский оранжевый ""ВВ Отборное""",Овощи,"Перец, баклажаны",6314.0,2.697,"{'title_overlap': 0.3333, 'vec_sim': 0.6465, 'fuzzy': 0.8}"
Перец болгарский зеленый,Перец Рамиро,Овощи,"Перец, баклажаны",6344.0,2.5367,"{'title_overlap': 0.25, 'vec_sim': 0.7802, 'fuzzy': 0.5882}"
Шампанское,Шампанское детскоеелые друзья Малина,Напитки,Напитки,7529.0,3.4513,"{'title_overlap': 0.25, 'vec_sim': 0.9452, 'fuzzy': 1.0}"
Шампанское,Шампанское детскоеелые друзья Дюшес,Напитки,Напитки,7528.0,2.9403,"{'title_overlap': 0.25, 'vec_sim': 0.6613, 'fuzzy': 1.0}"
Шампанское,Малина,"Овощи, фрукты, ягоды, зелень",Ягоды,4376.0,2.2208,"{'title_overlap': 0.0, 'vec_sim': 0.9213, 'fuzzy': 0.375}"
Тунец,Тунец Dongwon,Ингредиенты для готовки,Ингредиенты для готовки,9417.0,3.7995,"{'title_overlap': 0.5, 'vec_sim': 0.9997, 'fuzzy': 1.0}"
Тунец,Тунец Fortuna рубленый с маслом,Рыбные консервы,Рыбные консервы,9426.0,3.3308,"{'title_overlap': 0.2, 'vec_sim': 0.906, 'fuzzy': 1.0}"
Тунец,Тунец салатный натуральный,"Рыба, икра и морепродукты",Рыбные консервы,9444.0,3.308,"{'title_overlap': 0.3333, 'vec_sim': 0.8193, 'fuzzy': 1.0}"
Крошка вафельная,Трубочка вафельная VHQ с апельсиновым джемом,"Десерты, сырки глазированные","Десерты, сырки глазированные",9391.0,2.6023,"{'title_overlap': 0.1429, 'vec_sim': 0.7663, 'fuzzy': 0.72}"
Крошка вафельная,"Трубочка вафельная ""Вареная сгущенка""",Сладости и десерты,Пирожные и десерты,9390.0,2.5218,"{'title_overlap': 0.2, 'vec_sim': 0.6899, 'fuzzy': 0.72}"
Крошка вафельная,"Трубочка вафельная ""Вареная сгущенка""",Сладости и десерты,Пирожные и десерты,9389.0,2.5218,"{'title_overlap': 0.2, 'vec_sim': 0.6899, 'fuzzy': 0.72}"
Яблочный сок,Сок яблочный,Напитки,Соки,8217.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Яблочный сок,Сок яблочный,Напитки,Соки,8216.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Яблочный сок,Сок Swell Яблочный,Соки и нектары,Соки и нектары,8203.0,3.9611,"{'title_overlap': 0.6667, 'vec_sim': 0.9969, 'fuzzy': 1.0}"
Масло кукурузное,Масло кукурузное нерафинированное,"Масла, соусы, специи, сахар и соль",Растительные масла,4520.0,3.8817,"{'title_overlap': 0.6667, 'vec_sim': 0.9528, 'fuzzy': 1.0}"
Масло кукурузное,Масло кунжутное,"Масла, соусы, специи, сахар и соль",Растительные масла,4521.0,2.0897,"{'title_overlap': 0.3333, 'vec_sim': 0.9973, 'fuzzy': 0.7742}"
Масло кукурузное,Масло топленое,"Молочные продукты, яйцо",Масло сливочное,4589.0,1.7838,"{'title_overlap': 0.3333, 'vec_sim': 0.9725, 'fuzzy': 0.6}"
Соус устричный,"Соус ""Устричный""","Масла, соусы, специи, сахар и соль",Соусы и уксус,8481.0,4.2,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 0.9333}"
Соус устричный,"Соус ""Брусничный""","Масла, соусы, специи, сахар и соль",Соусы и уксус,8376.0,2.0755,"{'title_overlap': 0.3333, 'vec_sim': 0.9894, 'fuzzy': 0.7742}"
Соус устричный,"Соус ""Брусничный""","Масла, соусы, специи, сахар и соль",Соусы и уксус,8375.0,2.0755,"{'title_overlap': 0.3333, 'vec_sim': 0.9894, 'fuzzy': 0.7742}"
Тмин,Тмин чёрный Калонджи Золото Индии,Индилавка: вкусы мира,Пряности и специи,9167.0,3.3285,"{'title_overlap': 0.2, 'vec_sim': 0.9047, 'fuzzy': 1.0}"
Тмин,Мыло туалетное ЧЕРНЫЙ ТМИН,Индилавка: вкусы мира,Косметика,5143.0,2.4908,"{'title_overlap': 0.25, 'vec_sim': 0.4115, 'fuzzy': 1.0}"
Тмин,Шафран Золото Индии,Индилавка: вкусы мира,Пряности и специи,7524.0,2.0104,"{'title_overlap': 0.0, 'vec_sim': 0.8995, 'fuzzy': 0.2609}"
Соус майонезный,Соус майонезный Слобода Постный 56%,"Кетчуп, майонез","Кетчуп, майонез",8431.0,3.5215,"{'title_overlap': 0.4, 'vec_sim': 0.9008, 'fuzzy': 1.0}"
Соус майонезный,"Соус ""Классический"" майонезный соевый","Масла, соусы, специи, сахар и соль",Соусы и уксус,8412.0,3.1881,"{'title_overlap': 0.5, 'vec_sim': 0.66, 'fuzzy': 1.0}"
Соус майонезный,"Соус майонезный ""Лёгкий"" 30%, веган","Масла, соусы, специи, сахар и соль",Соусы и уксус,8429.0,3.175,"{'title_overlap': 0.4, 'vec_sim': 0.7083, 'fuzzy': 1.0}"
Ливер,Апельсины Навелин,Фрукты,Цитрусовые,52.0,0.1091,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1091}"
Помидор,Соус Кинто Сацебели свежий помидор с/б,Соусы,Соусы,8410.0,3.2211,"{'title_overlap': 0.1429, 'vec_sim': 0.8768, 'fuzzy': 1.0}"
Помидор,Тамариндовый соус,"Масла, соусы, специи, сахар и соль",Соусы и уксус,9094.0,1.9321,"{'title_overlap': 0.0, 'vec_sim': 0.7262, 'fuzzy': 0.4167}"
Помидор,Соус Шримайо,"Масла, соусы, специи, сахар и соль",Соусы и уксус,8445.0,1.7808,"{'title_overlap': 0.0, 'vec_sim': 0.7262, 'fuzzy': 0.3158}"
Ботва,Айва,Фрукты,Прочие фрукты,223.0,0.1333,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1333}"
Вафли,"Вафли ""Кофейные""",Сладости и десерты,Вафли и пряники,9688.0,3.7965,"{'title_overlap': 0.5, 'vec_sim': 0.998, 'fuzzy': 1.0}"
Вафли,"Вафли ""Лимонные""",Сладости и десерты,Вафли и пряники,9694.0,3.7924,"{'title_overlap': 0.5, 'vec_sim': 0.9958, 'fuzzy': 1.0}"
Вафли,"Вафли ""Сливочные""",Сладости и десерты,Вафли и пряники,9707.0,3.7907,"{'title_overlap': 0.5, 'vec_sim': 0.9948, 'fuzzy': 1.0}"
Молоко соевое,Молоко цельное,"Молочные продукты, яйцо","Молоко, сливки, сгущёнка",4862.0,3.112,"{'title_overlap': 0.3333, 'vec_sim': 0.9264, 'fuzzy': 0.7407}"
Молоко соевое,Молоко козье цельное,"Молочные продукты, яйцо","Молоко, сливки, сгущёнка",4824.0,2.9092,"{'title_overlap': 0.25, 'vec_sim': 0.9218, 'fuzzy': 0.6667}"
Молоко соевое,Молоко кобылье цельное,"Молочные продукты, яйцо","Молоко, сливки, сгущёнка",4820.0,2.8597,"{'title_overlap': 0.25, 'vec_sim': 0.9235, 'fuzzy': 0.6316}"
Батат,Батат Египет,Овощи,"Картофель, батат",275.0,3.6411,"{'title_overlap': 0.5, 'vec_sim': 0.9117, 'fuzzy': 1.0}"
Батат,Батат Египет,Овощи,"Картофель, батат",274.0,3.6411,"{'title_overlap': 0.5, 'vec_sim': 0.9117, 'fuzzy': 1.0}"
Батат,"Сладкий картофель батат резаный брусок, быстрозамороженный",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",7850.0,3.2962,"{'title_overlap': 0.1667, 'vec_sim': 0.9053, 'fuzzy': 1.0}"
Халва,Халва подсолнечная,Сладости и десерты,Халва и восточные сладости,2646.0,3.7942,"{'title_overlap': 0.5, 'vec_sim': 0.9968, 'fuzzy': 1.0}"
Халва,Халва подсолнечная,Сладости и десерты,Халва и восточные сладости,2645.0,3.7942,"{'title_overlap': 0.5, 'vec_sim': 0.9968, 'fuzzy': 1.0}"
Халва,Халва подсолнечная,Сладости и десерты,Халва и восточные сладости,2644.0,3.7942,"{'title_overlap': 0.5, 'vec_sim': 0.9968, 'fuzzy': 1.0}"
Масло кунжутное,Масло кунжутное,"Масла, соусы, специи, сахар и соль",Растительные масла,4521.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Масло кунжутное,Масло кунжутное Real Tang ст/б Китай,Другие масла,Другие масла,4522.0,2.9613,"{'title_overlap': 0.2857, 'vec_sim': 0.6531, 'fuzzy': 1.0}"
Масло кунжутное,Масло топленое,"Молочные продукты, яйцо",Масло сливочное,4589.0,1.925,"{'title_overlap': 0.3333, 'vec_sim': 0.9762, 'fuzzy': 0.6897}"
Сыр адыгейский,"Сыр ""Адыгейский""",Сыры,"Фета, моцарелла и другие мягкие",8693.0,4.2,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 0.9333}"
Сыр адыгейский,"Сыр козий ""Адыгейский""",Сыры,"Фета, моцарелла и другие мягкие",8761.0,3.6079,"{'title_overlap': 0.6667, 'vec_sim': 0.9859, 'fuzzy': 0.7778}"
Сыр адыгейский,"Сыр ""Адыгейский"" лёгкий",Сыры,"Фета, моцарелла и другие мягкие",8694.0,3.599,"{'title_overlap': 0.6667, 'vec_sim': 0.9985, 'fuzzy': 0.7568}"
Розмарин,Розмарин,Зелень и салаты,Зелень,7122.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Розмарин,"Зелень сушеная ""Розмарин""","Масла, соусы, специи, сахар и соль",Специи,10380.0,2.372,"{'title_overlap': 0.3333, 'vec_sim': 0.7285, 'fuzzy': 0.4848}"
Розмарин,Масло оливковое Monini Extra Virgin Розмарин нерафинированное Италия,Оливковое масло,Оливковое масло,4541.0,2.3537,"{'title_overlap': 0.125, 'vec_sim': 0.4049, 'fuzzy': 1.0}"
Смесь перцев,"Смесь хлопьев ""Мультизлаковая""","Крупы, макароны, мука",Каши,7934.0,1.7052,"{'title_overlap': 0.25, 'vec_sim': 0.9849, 'fuzzy': 0.5882}"
Смесь перцев,"Смесь ягодная, быстрозамороженная",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",8008.0,1.6769,"{'title_overlap': 0.25, 'vec_sim': 0.9692, 'fuzzy': 0.5882}"
Смесь перцев,"Аджика сухая острая, авторская смесь приправ",Индилавка: вкусы мира,Пряности и специи,8.0,1.5679,"{'title_overlap': 0.1429, 'vec_sim': 0.9682, 'fuzzy': 0.5882}"
Коньяк,Авокадо крупное,"Овощи, фрукты, ягоды, зелень",Авокадо,148.0,0.0857,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.0857}"
Рисовая бумага,Рисовая бумага,"Крупы, макароны, мука",Крупы,7075.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Рисовая бумага,Полента рисовая,"Крупы, макароны, мука",Крупы,6752.0,2.6342,"{'title_overlap': 0.3333, 'vec_sim': 0.7227, 'fuzzy': 0.6667}"
Рисовая бумага,Мука рисовая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5094.0,2.5019,"{'title_overlap': 0.3333, 'vec_sim': 0.5637, 'fuzzy': 0.7692}"
Грудка индюшки,Грудка цыплят-бройлеров,"Мясо, птица",Курица,2063.0,2.6343,"{'title_overlap': 0.25, 'vec_sim': 0.8246, 'fuzzy': 0.6}"
Грудка индюшки,Грудка цыплят-бройлеров без кожи,"Мясо, птица",Курица,2064.0,2.4997,"{'title_overlap': 0.1667, 'vec_sim': 0.7961, 'fuzzy': 0.6}"
Грудка индюшки,Грудка цыплят-бройлеров на кости в маринаде,"Мясо, птица",Мясо и полуфабрикаты на развес,2065.0,2.3881,"{'title_overlap': 0.125, 'vec_sim': 0.7573, 'fuzzy': 0.6}"
Сумах,Сумах ягоды дробленые,Индилавка: вкусы мира,Пряности и специи,8567.0,3.5757,"{'title_overlap': 0.3333, 'vec_sim': 0.968, 'fuzzy': 1.0}"
Сумах,Трубочка вафельная VHQ с джемом лесные ягоды,"Десерты, сырки глазированные","Десерты, сырки глазированные",9392.0,1.5635,"{'title_overlap': 0.0, 'vec_sim': 0.7666, 'fuzzy': 0.1224}"
Сумах,"Напиток ""Лесные ягоды"" безалкогольный, газ",Напитки,"Лимонады, газировка",5358.0,0.9744,"{'title_overlap': 0.0, 'vec_sim': 0.4704, 'fuzzy': 0.0851}"
Грецкий орех,Орех грецкий,"Орехи, чипсы и снеки",Орехи,5729.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Грецкий орех,Орех грецкий,"Орехи, чипсы и снеки",Орехи,5728.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Грецкий орех,Грецкий орех,"Орехи, чипсы и снеки",Орехи,2013.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Мангостин,Апельсины,Фрукты,Цитрусовые,50.0,0.1333,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1333}"
Черная смородина,Черная смородина протертая с сахаром,Консервация,"Варенье, джемы, пюре",1031.0,3.4445,"{'title_overlap': 0.4, 'vec_sim': 0.8581, 'fuzzy': 1.0}"
Черная смородина,Варенье Ратибор Черная смородина,"Варенье, джемы, конфитюры","Варенье, джемы, конфитюры",9759.0,3.4139,"{'title_overlap': 0.5, 'vec_sim': 0.7855, 'fuzzy': 1.0}"
Черная смородина,"Смородина черная, свежезамороженная",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",8052.0,3.3888,"{'title_overlap': 0.6667, 'vec_sim': 0.9123, 'fuzzy': 0.72}"
Рубец говяжий,Бифштекс говяжий,"Мясо, птица",Котлеты и полуфабрикаты,488.0,3.1715,"{'title_overlap': 0.3333, 'vec_sim': 0.9934, 'fuzzy': 0.7}"
